Thread ID: 106710
Total: 0.289675

 %self     total     self     wait    child    calls  name
  0.04      0.00     0.00     0.00     0.00        9  <Class::ActionController::Base>#allow_forgery_protection
  0.04      0.00     0.00     0.00     0.00       16  ActiveRecord::Base#new_record?
  0.04      0.00     0.00     0.00     0.00       16  ActiveSupport::CoreExtensions::Module#model_name
  0.04      0.00     0.00     0.00     0.00        8  <Class::Hash>#[]
  0.04      0.00     0.00     0.00     0.00        4  ActiveSupport::BufferedLogger#auto_flush
  0.04      0.28     0.00     0.00     0.28        1  Rack::Lint#_call
  0.04      0.00     0.00     0.00     0.00        4  ActionView::Renderable#method_name
  0.04      0.00     0.00     0.00     0.00       16  Kernel#respond_to_without_attributes?
  0.04      0.01     0.00     0.00     0.01        6  Kernel#send(d6)
  0.04      0.25     0.00     0.00     0.25        8  Kernel#send(d1)
  0.04      0.00     0.00     0.00     0.00        8  Enumerable#all?
  0.04      0.00     0.00     0.00     0.00        4  Authlogic::Session::Id#build_key
  0.04      0.00     0.00     0.00     0.00       16  <Class::ActiveRecord::Base>#column_names
  0.04      0.00     0.00     0.00     0.00       11  Set#include?
  0.04      0.00     0.00     0.00     0.00        8  #<Module:0x1816950>#hash_for_edit_user_path
  0.04      0.00     0.00     0.00     0.00        1  Authlogic::ControllerAdapters::RailsAdapter#authenticate_with_http_basic
  0.04      0.00     0.00     0.00     0.00        8  SQLite3::Driver::Native::Driver#column_decltype
  0.04      0.00     0.00     0.00     0.00        8  SQLite3::Driver::Native::Driver#column_name
  0.04      0.21     0.00     0.00     0.21        2  ActionView::Renderable#render
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Filters::InstanceMethods#run_before_filters
  0.04      0.00     0.00     0.00     0.00        5  ActiveRecord::ConnectionAdapters::ConnectionHandler#retrieve_connection_pool(d1)
  0.04      0.00     0.00     0.00     0.00        8  String#tr
  0.04      0.00     0.00     0.00     0.00        1  I18n::Backend::Base#translate
  0.04      0.00     0.00     0.00     0.00       13  String#to_sym
  0.04      0.00     0.00     0.00     0.00        4  MonitorMixin#mon_release
  0.04      0.00     0.00     0.00     0.00        1  ActionController::Layout#candidate_for_layout?
  0.04      0.00     0.00     0.00     0.00       18  String#html_safe?
  0.04      0.00     0.00     0.00     0.00        2  Hash#reject
  0.04      0.00     0.00     0.00     0.00       16  Fixnum#<=>
  0.04      0.00     0.00     0.00     0.00        8  <Module::SQLite3::Driver::Native::API>#sqlite3_column_name
  0.04      0.00     0.00     0.00     0.00        4  Authlogic::Session::Klass::Config#guessed_klass_name
  0.04      0.00     0.00     0.00     0.00       12  SQLite3::Statement#must_be_open!
  0.04      0.00     0.00     0.00     0.00        2  Rack::Request#cookies
  0.04      0.00     0.00     0.00     0.00        5  String#scan
  0.03      0.00     0.00     0.00     0.00       12  Array#size
  0.03      0.00     0.00     0.00     0.00        8  <Module::SQLite3::Driver::Native::API>#sqlite3_column_decltype
  0.03      0.27     0.00     0.00     0.27        1  ActionController::Base#process_without_filters
  0.03      0.00     0.00     0.00     0.00        2  <Class::OpenSSL::HMAC>#hexdigest
  0.03      0.00     0.00     0.00     0.00        7  <Class::Time>#now
  0.03      0.00     0.00     0.00     0.00        4  HashWithIndifferentAccess#default
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#log_processing_for_request_id
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::Session::InstanceMethods#session_credentials
  0.03      0.00     0.00     0.00     0.00        8  SQLite3::Statement#types
  0.03      0.00     0.00     0.00     0.00        4  Authlogic::ActsAsAuthentic::Login::Config#login_field
  0.03      0.19     0.00     0.00     0.19        1  ActionView::Base::CompiledTemplates#_run_erb_app47views47users47index46html46erb
  0.03      0.00     0.00     0.00     0.00        9  SQLite3::Driver::Native::Driver#step
  0.03      0.00     0.00     0.00     0.00        3  ActionController::Request#query_string
  0.03      0.25     0.00     0.00     0.25        1  <Module::Benchmark>#realtime
  0.03      0.21     0.00     0.00     0.21        6  Kernel#send(d3)
  0.03      0.00     0.00     0.00     0.00        1  ActionController::MimeResponds::Responder#initialize
  0.03      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#stylesheet_link_tag
  0.03      0.00     0.00     0.00     0.00       14  Mime::Type#to_s
  0.03      0.00     0.00     0.00     0.00        1  Array#sort!
  0.03      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#scoped_methods
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Request#normalize_parameters
  0.03      0.00     0.00     0.00     0.00        1  Rack::Lint::InputWrapper#read
  0.03      0.21     0.00     0.00     0.21        1  ActionView::Base#_render_with_layout
  0.03      0.00     0.00     0.00     0.00        8  #<Module:0x190c3c8>#protect_against_forgery?
  0.03      0.00     0.00     0.00     0.00        2  Module#extend_object
  0.03      0.00     0.00     0.00     0.00        5  Object#present?
  0.03      0.00     0.00     0.00     0.00        5  ActiveSupport::BufferedLogger#clear_buffer
  0.03      0.00     0.00     0.00     0.00        7  ActionView::Base#template_format
  0.03      0.00     0.00     0.00     0.00        4  Authlogic::ActsAsAuthentic::Base::Config#db_setup?
  0.03      0.01     0.00     0.00     0.01        1  SQLite3::Database#prepare
  0.03      0.00     0.00     0.00     0.00        9  Kernel#to_s
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Base#default_template_name
  0.03      0.00     0.00     0.00     0.00        3  ActiveRecord::ConnectionAdapters::ConnectionHandler#connected?
  0.03      0.00     0.00     0.00     0.00        6  Authlogic::Session::Activation::ClassMethods#controller
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Base#render_for_text
  0.03      0.01     0.00     0.00     0.01        1  Authlogic::Session::Persistence::InstanceMethods#persisting?
  0.03      0.00     0.00     0.00     0.00        4  ActionController::Layout#default_template_format
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Response#charset
  0.03      0.00     0.00     0.00     0.00        8  Class#allocate
  0.03      0.00     0.00     0.00     0.00        1  <Module::I18n>#translate
  0.03      0.21     0.00     0.00     0.21        1  ActionController::Base#render_for_file
  0.03      0.00     0.00     0.00     0.00        1  Authlogic::Session::Password::InstanceMethods#credentials=
  0.03      0.00     0.00     0.00     0.00        5  Authlogic::Session::Activation::InstanceMethods#controller
  0.03      0.00     0.00     0.00     0.00       10  Hash#regular_writer
  0.03      0.00     0.00     0.00     0.00        6  String#=~
  0.03      0.00     0.00     0.00     0.00       10  Fixnum#+
  0.03      0.00     0.00     0.00     0.00        1  ActiveSupport::MessageVerifier#verify
  0.03      0.00     0.00     0.00     0.00        2  <Class::Proc>#new
  0.03      0.00     0.00     0.00     0.00       10  Kernel#object_id
  0.03      0.00     0.00     0.00     0.00        9  Array#*
  0.03      0.00     0.00     0.00     0.00       24  ActionController::Base#default_url_options
  0.03      0.00     0.00     0.00     0.00        9  Array#sort
  0.03      0.00     0.00     0.00     0.00        4  String#interpolate_without_ruby_19_syntax
  0.03      0.00     0.00     0.00     0.00        5  MonitorMixin#mon_check_owner
  0.03      0.00     0.00     0.00     0.00        5  <Class::ActiveRecord::DynamicScopeMatch>#match
  0.03      0.00     0.00     0.00     0.00        9  Module#<
  0.03      0.00     0.00     0.00     0.00        5  <Class::ActiveRecord::DynamicFinderMatch>#match
  0.03      0.00     0.00     0.00     0.00        8  SQLite3::Driver::Native::Driver#data_count
  0.03      0.00     0.00     0.00     0.00        2  <Module::Rack::Utils>#parse_nested_query
  0.03      0.03     0.00     0.00     0.03        1  <Class::ActiveRecord::Base>#find_every
  0.03      0.00     0.00     0.00     0.00        4  ActionView::Renderable#method_name_without_locals
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#handle_conditional_get!
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#recognize
  0.03      0.00     0.00     0.00     0.00        7  Kernel#inspect
  0.03      0.00     0.00     0.00     0.00        2  ActionController::Base#default_template
  0.03      0.00     0.00     0.00     0.00        5  ActiveSupport::BufferedLogger#flush
  0.03      0.00     0.00     0.00     0.00        4  HashWithIndifferentAccess#delete
  0.03      0.00     0.00     0.00     0.00        1  ActionController::Response#set_content_length!
  0.03      0.00     0.00     0.00     0.00        2  ActionController::MimeResponds::Responder#custom
  0.02      0.03     0.00     0.00     0.03        1  <Class::ActiveRecord::Base>#find
  0.02      0.00     0.00     0.00     0.00        9  String#strip
  0.02      0.00     0.00     0.00     0.00        9  Fixnum#>=
  0.02      0.00     0.00     0.00     0.00        4  ActiveSupport::BufferedLogger#info
  0.02      0.00     0.00     0.00     0.00       10  ActionController::Base#request
  0.02      0.00     0.00     0.00     0.00        1  ActionController::Request#remote_ip
  0.02      0.00     0.00     0.00     0.00       10  ActionController::Base#logger
